belongs_to_collection,budget,genres,id,original_language,overview,popularity,release_date,revenue,title,vote_average,vote_count,return,release_year,Actors,Directores
standar,0.0,Comedy Drama,74306.0,en,"Fed up with the cruelty and stupidity of American culture, an unlikely duo goes on a killing spree, killing reality TV stars, bigots and others they find repugnant in this black comedy.",10.00161,2011-09-09,122550.0,God Bless America,7.0,373.0,0.0,2011,"Joel Murray, Tara Lynne Barr, Mackenzie Brooke Smith, Melinda Page Hamilton, Rich McDonald, Maddie Hasson, Larry Miller, Dorie Barton, Travis Wester, Lauren Benz Phillips, Guerrin Gardner, Kellie Ramdhanie, Aris Alvarado, Romeo Brown, Sandra Vergara, Jamie Harris, Alexie Gilmore, James McAndrew, Brendalyn Richard, Geoff Pierson, Tom Kenny, Eliza Coyle, Kill Talley, Joe Liss, Cameron Denny, Danny Geter, Dan Spencer, Christopher Doyle",Bobcat Goldthwait
standar,55000000.0,Drama Thriller Crime Mystery Romance,8984.0,en,"A computer specialist is sued for sexual harassment by a former lover turned boss who initiated the act forcefully, which threatens both his career and his personal life.",11.812244,1994-12-09,214015089.0,Disclosure,5.9,217.0,3.891183436363636,1994,"Michael Douglas, Demi Moore, Donald Sutherland, Dylan Baker, Jacqueline Kim, Roma Maffia, Caroline Goodall, Rosemary Forsyth, Dennis Miller, Suzie Plakson, Nicholas Sadler, Donal Logue",Barry Levinson
standar,24000000.0,Action Thriller Crime,1089.0,en,"In the coastal town of Los Angeles, a gang of bank robbers call themselves The Ex-Presidents commit their crimes while wearing masks of Reagan, Carter, Nixon and Johnson. The F.B.I. believes that the members of the gang could be surfers and send young agent Johnny Utah undercover at the beach to mix with the surfers and gather information.",11.453093,1991-07-12,83531958.0,Point Break,6.9,861.0,3.48049825,1991,"Patrick Swayze, Keanu Reeves, Gary Busey, Lori Petty, John C. McGinley, James Le Gros, John Philbin, BoJesse Christopher, Julian Reyes, Daniel Beer, Chris Pedersen, Vincent Klyn, Anthony Kiedis, Dave Olson, Lee Tergesen, Christopher Pettiet, Sydney Walsh, Tom Sizemore, Dino Andino, Michael Kopelow, Julie Michaels, Mike Genovese, Jack Kehler, Galyn Görg, Raymond Forchion, Betsy Lynn George, Gloria Mann, Ping Wu, Jared Chandler, John Apicella, Richard Grove, Anthony Mangano, Deborah Lemen, Randy Walker, Peter Phelps",Kathryn Bigelow
Inspector Gadget Collection,75000000.0,Action Adventure Comedy Family,332.0,en,"John Brown is a bumbling but well-intentioned security guard who is badly injured in an explosion planned by an evil mastermind. He is taken to a laboratory, where Brenda, a leading robotics surgeon, replaces his damaged limbs with state-of-the-art gadgets and tools. Named ""Inspector Gadget"" by the press, John -- along with his niece, Penny, and her trusty dog, Brain -- uses his new powers to discover who was behind the explosion.",11.677244,1999-07-23,0.0,Inspector Gadget,4.3,322.0,0.0,1999,"Matthew Broderick, Rupert Everett, Joely Fisher, Michelle Trachtenberg, Andy Dick, Cheri Oteri, Mike Hagerty, Dabney Coleman, D. L. Hughley, Rene Auberjonois, Frances Bay, Mr. T, Richard Kiel, Richard Lee-Sung, Bobby Bell, Karin Silvestri",David Kellogg
The Karate Kid Collection,113.0,Adventure Drama Action Romance Family,8856.0,en,"Mr. Miyagi and Daniel take a trip to Okinawa to visit Mr. Miyagi's dying father. After arriving Mr. Miyagi finds he still has feelings for an old love. This stirs up trouble with an old rival who he originally left Okinawa to avoid. In the mean time, Daniel encounters a new love and also makes some enemies.",9.231318,1986-06-18,115103979.0,"The Karate Kid, Part II",5.9,457.0,1018619.2831858407,1986,"Ralph Macchio, Pat Morita, Martin Kove, Charlie Tanimoto, Yuji Okumoto, Joey Miyashima, Marc Hayashi, Danny Kamekona, William Zabka, Tamlyn Tomita, Nobu McCarthy",John G. Avildsen
standar,20000000.0,Crime Drama Thriller,241239.0,en,"A thriller set in New York City during the winter of 1981, statistically one of the most violent years in the city's history, and centered on a the lives of an immigrant and his family trying to expand their business and capitalize on opportunities as the rampant violence, decay, and corruption of the day drag them in and threaten to destroy all they have built.",17.187708,2014-12-30,12007070.0,A Most Violent Year,6.5,550.0,0.6003535,2014,"Oscar Isaac, Jessica Chastain, Albert Brooks, Elyes Gabel, David Oyelowo, Alessandro Nivola, Catalina Sandino Moreno, Peter Gerety, Ashley Williams, John Procaccino, Jerry Adler, Glenn Fleshler, Annie Funke, Matthew Maher, David Margulies, Pico Alexander, Elizabeth Marvel, Daisy Tahan, Giselle Eisenberg, Christopher Abbott, Taylor Richardson, Ben Rosenfield",J.C. Chandor
standar,6000000.0,History Drama Western Crime,642.0,en,"In late 1890s Wyoming, Butch Cassidy is the affable, clever and talkative leader of the outlaw Hole in the Wall Gang. His closest companion is the laconic dead-shot 'Sundance Kid'. As the west rapidly becomes civilized, the law finally catches up to Butch, Sundance and their gang.  Chased doggedly by a special posse, the two decide to make their way to South America in hopes of evading their pursuers once and for all.",6.714577,1969-09-23,102308889.0,Butch Cassidy and the Sundance Kid,7.4,659.0,17.0514815,1969,"Paul Newman, Robert Redford, Katharine Ross, Strother Martin, Henry Jones, Jeff Corey, George Furth, Cloris Leachman, Ted Cassidy, Kenneth Mars, Donnelly Rhodes, Jody Gilbert, Timothy Scott, Don Keefer, Charles Dierkop, Pancho Córdova, Nelson Olmsted, Paul Bryar, Sam Elliott, Charles Akins, Eric Sinclair",George Roy Hill
Undisputed Collection,3000000.0,Action Thriller,38234.0,en,"Russian inmate Boyka, now severely hobbled by the knee injury suffered at the end of Undisputed 2. No longer the feared prison fighter he was, he has declined so far that he is now good only for cleaning toilets. But when a new prison fight tournament begins - an international affair, matching the best fighters from prisons around the globe, enticing them with the promise of freedom for the winner - Boyka must reclaim his dignity and fight for his position in the tournament.",16.201377,2010-05-22,0.0,Undisputed III : Redemption,7.3,182.0,0.0,2010,"Scott Adkins, Mykel Shannon Jenkins, Mark Ivanir, Hristo Shopov, Marko Zaror, Michael Baral, Ilram Choi, Robert Costanzo, Lateef Crowder, Esteban Cueto, Vernon Dobtcheff, Valentin Ganev, Velislav Pavlov",Isaac Florentine
The Are We Collection,0.0,Comedy Family Drama,10172.0,en,Newlyweds Nick (Ice Cube) and Suzanne (Long) decide to move to the suburbs to provide a better life for their two kids. But their idea of a dream home is disturbed by a contractor (McGinley) with a bizarre approach to business.,6.370205,2007-04-04,0.0,Are We Done Yet?,5.1,152.0,0.0,2007,"John C. McGinley, Ice Cube, Nia Long, Aleisha Allen, Philip Bolden",Steve Carr
standar,13000000.0,Drama Family Romance Music,9816.0,en,"A white midwestern girl moves to Chicago, where her new boyfriend is a black teen from the South Side with a rough, semi-criminal past.",4.794088,2001-01-12,91038276.0,Save the Last Dance,6.3,359.0,7.0029443076923075,2001,"Julia Stiles, Sean Patrick Thomas, Kerry Washington, Fredro Starr, Terry Kinney, Bianca Lawson, Vince Green, Garland Whitt, Elisabeth Oas, Artel Great, Cory Stewart, Jennifer Anglin, Dorothy Martin, Kim Tlusty, Felicia Fields, Ora Jones, Tab Baker, Kevin Reid, Andrew Rothenberg, Mekdes Bruk, Jerod Howard",Thomas Carter
standar,0.0,Action Adventure Science Fiction Fantasy,211387.0,en,"The film takes place one year after the events of Captain America: The First Avenger, in which Agent Carter, a member of the Strategic Scientific Reserve, is in search of the mysterious Zodiac.",5.847531,2013-09-08,0.0,Marvel One-Shot: Agent Carter,7.5,183.0,0.0,2013,"Hayley Atwell, Dominic Cooper, Greg Haines, Neal McDonough, Bradley Whitford, Shane Black, Jon Barinholtz, Tim Trobec",Louis D'Esposito
standar,70000000.0,Comedy Drama,44564.0,en,"Longtime friends Ronny and Nick are partners in an auto-design firm. They are hard at work on a presentation for a dream project that would really launch their company. Then Ronny spots Nick's wife out with another man, and in the process of investigating the possible affair, he learns that Nick has a few secrets of his own. As the presentation nears, Ronny agonizes over what might happen if the truth gets out.",7.513067,2011-01-13,67112664.0,The Dilemma,5.2,306.0,0.9587523428571428,2011,"Kevin James, Vince Vaughn, Winona Ryder, Jennifer Connelly, Queen Latifah, Talulah Riley, Channing Tatum, Chelcie Ross, Heidi Johanningmeier, Rebecca Spence, Grace Rex, Nathan Geist, Mimi Sagadin , Amy Morton, Eduardo N. Martinez, Rance Howard, Clint Howard, Guy Van Swearingen, Troy West, Laura Whyte, Mike McNamara, Tim Rhoze, Madison Dirks, Michael Patrick Thornton, Sandy Marshall, William Smillie, Jillian Burfete, Katie Korby, Catherine Bruzzini, Laura Cooper, Mariko Hayashi-Hall, Cheryl Hamada, Gary Houston, Wendy George, Keith Kupferer, Kevin Bigley, Christina Anthony, Philip Rayburn Smith, Elaine Robinson, Noah Jerome Schwartz, Chanté René Linwood, Kielor Roberts, Benjamin Toby Mullinkosson, Nick Brade, Michael Trnka, Karen Aldridge, Gene Honda, Brennan Buhl, William M. Connor, Christopher Meister, Charlie Hilbrant, Lupe Aguirre, Tommy Bartlett, Darlene Benigno, Jeff Botelho, DuShon Monique Brown, Joseph Canales, Stanley Coelho, Caprice Cole, David Cosey, Kelly Coughlin, Duke Czlonka, Joe DeBartolo, Shannon Edwards, Niko El Santo Zavero, Ashley-Lauren Elrod, Kelvin Felix, Jessica Starr Folger, Benjamin Toby Mullinkosson, Adam Goodell, Lisa Junco, Megan Klehr, Don Kress, Michael Kuster, Andrew Lee, Matthew LeFevour, Ashley Lobo, Bernadette Lords, Jamie Louachai, Lawrence G. Lozano, Erin Luboff, David Lunsford, Barbara Elizabeth Maleski, Dave McNulty, Samuel Meadows, José María Mendiola, Steven Hugh Nelson, Jim Nieciecki, Amanda Nye, Bryan C. Ordman, Christopher Pastenes, Carmine Perrelli, Eric Pierson, Steven James Price, Marc Radz, Porche Robinson, Rachel Rodewald, Aaron Sauerland, Walt Sloan, Jason Stebbings, January Stern, Dennis Stewart, Stephanie Swearingen, Rich Tanis, Chris D. Thomas, Will Thompson, Chas Valencia, Marilyn Volkman, James Wierzbicki, J.D. Won",Ron Howard
standar,2000000.0,Horror Mystery,92182.0,en,"Sarah returns with her father and uncle to fix up the family's longtime summerhouse after it was violated by squatters in the off-season. As they work in the dark, Sarah begins to hear sounds from within the walls of the boarded-up building. Although she barely remembers the place, Sarah senses the past may still haunt the home.",10.239941,2011-01-21,13101672.0,Silent House,5.2,125.0,6.550836,2011,"Elizabeth Olsen, Adam Trese, Eric Sheffer Stevens, Julia Taylor Ross, Adam Barnett, Haley Murphy","Chris Kentis, Laura Lau"
standar,8000000.0,Horror Thriller,10007.0,en,"A group of delinquents are sent to clean the Blackwell Hotel. Little do they know reclusive psychopath Jacob Goodnight (Jacobs) has holed away in the rotting hotel. When one of the teens is captured, those who remain -- a group that includes the cop who put a bullet in Goodnight's head four years ago -- band together to survive against the brutal killer.",5.659608,2006-05-19,0.0,See No Evil,4.8,146.0,0.0,2006,"Michael J. Pagan, Samantha Noble, Glenn Thomas Jacobs, Christina Vidal, Steven Vidler, Cecily Polson, Rachael Taylor, Luke Pegler, Penny McNamee, Mikhael Wilder, Craig Horner, Tiffany Lamb, Sam Cotton, Zoe Ventoura, Cory Robinson, Trent Huen, Tim McDonald, Annalise Woods, Jason Chong, Matthew Okine",Gregory Dark
standar,560000.0,Comedy Music,704.0,en,"Capturing John Lennon, Paul McCartney, George Harrison and Ringo Starr in their electrifying element, 'A Hard Day's Night' is a wildly irreverent journey through this pastiche of a day in the life of The Beatles during 1964. The band have to use all their guile and wit to avoid the pursuing fans and press to reach their scheduled television performance, in spite of Paul's troublemaking grandfather and Ringo's arrest.",5.719266,1964-07-06,12299668.0,A Hard Day's Night,7.3,172.0,21.963692857142856,1964,"John Lennon, Paul McCartney, George Harrison, Ringo Starr, Wilfrid Brambell, Norman Rossington, John Junkin, Victor Spinetti, Anna Quayle, Deryck Guyler, Isla Blair, Pattie Boyd, Richard Vernon, Edward Malin",Richard Lester
standar,35000000.0,Comedy,10276.0,en,"Before going on vacation, self-involved psychiatrist Dr. Leo Marvin has the misfortune of taking on a new patient: Bob Wiley. An exemplar of neediness and a compendium of phobias, Bob follows Marvin to his family's country house. Dr. Marvin tries to get him to leave; the trouble is, everyone loves Bob. As his oblivious patient makes himself at home, Dr. Marvin loses his professional composure and, before long, may be ready for the loony bin himself.",11.787942,1991-05-17,63710000.0,What About Bob?,6.7,265.0,1.8202857142857143,1991,"Bill Murray, Richard Dreyfuss, Julie Hagerty, Charlie Korsmo, Kathryn Erbe, Tom Aldredge, Susan Willis, Roger Bowen, Fran Brill, Brian Reddy, Doris Belack, Marcella Lowery, Margot Welch, Barbara Andres, Aida Turturro, Melinda Mullins",Frank Oz
standar,11700000.0,Thriller,11087.0,en,"A suburban family chooses seemingly sweet Peyton Flanders as their newborn's nanny. Only much later does the infant's mother, Claire Bartel, realize Peyton's true intentions -- to destroy Claire and replace her in the family. The nail-biting suspense builds quickly in this chilling psychological thriller about deception and bitter revenge.",6.672715,1992-01-10,88036683.0,The Hand that Rocks the Cradle,6.5,196.0,7.52450282051282,1992,"Annabella Sciorra, Rebecca De Mornay, Matt McCoy, Ernie Hudson, Madeline Zima, Julianne Moore",Curtis Hanson
standar,17000000.0,Comedy,9429.0,en,"Despite being well into adulthood, brothers Doug and Steve Butabi still live at home and work in the flower shop owned by their dad. They exist only to hit on women at discos, though they're routinely unsuccessful until a chance run-in with Richard Grieco gets them inside the swank Roxbury club. Mistaken for high rollers, they meet their dream women, Vivica and Cambi, and resolve to open a club of their own.",12.480685,1998-10-01,30331165.0,A Night at the Roxbury,5.9,202.0,1.7841861764705882,1998,"Will Ferrell, Chris Kattan, Jennifer Coolidge, Michael Clarke Duncan, Eva Mendes, Richard Grieco, Loni Anderson, Dan Hedaya, Molly Shannon, Dwayne Hickman, Lochlyn Munro, Chazz Palminteri, Raquel Gardner, Colin Quinn, Colin Quinn",John Fortenberry
standar,0.0,History Drama,11450.0,en,Quiz Show is a 1994 American historical drama film which tells the true story of the Twenty One quiz show scandal of the 1950s.,7.772505,1994-09-16,0.0,Quiz Show,7.1,262.0,0.0,1994,"John Turturro, Rob Morrow, Ralph Fiennes, Paul Scofield, David Paymer, Hank Azaria, Christopher McDonald, Johann Carlo, Elizabeth Wilson, Allan Rich, Mira Sorvino, George Martin, Paul Guilfoyle, Griffin Dunne, Michael Mantell, Byron Jennings, Ben Shenkman, Timothy Busfield, Jack Gilpin, Bruce Altman, Martin Scorsese, Joseph Blaire, Ernie Sabella, Barry Levinson, Debra Monk, Mario Cantone, Timothy Britten Parker, Grace Phillips, Jerry Grayson, Illeana Douglas",Robert Redford
standar,50000000.0,Crime Drama Mystery Thriller,9573.0,en,"Still recovering from a heart transplant, a retired FBI profiler returns to service when his own blood analysis offers clues to the identity of a serial killer.",5.852263,2002-08-04,26199517.0,Blood Work,6.1,210.0,0.52399034,2002,"Clint Eastwood, Jeff Daniels, Anjelica Huston, Wanda De Jesus, Tina Lifford, Paul Rodríguez, Dylan Walsh, Mason Lucero, Gerry Becker, Rick Hoffman, Alix Koromzay, Igor Jijikine, Dina Eastwood, Beverly Leech, June Kyoto Lu, Chao Li Chi, Glenn Morshower, Robert Harvey",Clint Eastwood
standar,68000000.0,Drama Horror Science Fiction Thriller,6171.0,en,"Four boyhood pals perform a heroic act and are changed by the powers they gain in return. Years later, on a hunting trip in the Maine woods, they're overtaken by a vicious blizzard that harbors an ominous presence. Challenged to stop an alien force, the friends must first prevent the slaughter of innocent civilians by a military vigilante ... and then overcome a threat to the bond that unites the four of them.",7.694847,2003-03-21,75715436.0,Dreamcatcher,5.2,574.0,1.113462294117647,2003,"Morgan Freeman, Thomas Jane, Jason Lee, Damian Lewis, Timothy Olyphant, Tom Sizemore, Donnie Wahlberg, Mikey Holekamp, Reece Thompson, Giacomo Baessato, Joel Palmer, Andrew Robb, Rosemary Dunsmore, Michael O'Neill, Eric Keenleyside, C. Ernst Harth",Lawrence Kasdan
Highlander Collection,16000000.0,Adventure Action Fantasy,8009.0,en,He fought his first battle on the Scottish Highlands in 1536. He will fight his greatest battle on the streets of New York City in 1986. His name is Connor MacLeod. He is immortal.,16.870392,1986-03-07,5900000.0,Highlander,6.8,642.0,0.36875,1986,"Christopher Lambert, Roxanne Hart, Clancy Brown, Sean Connery, Beatie Edney, Alan North, Jon Polito, Sheila Gish, Hugh Quarshie, Peter Diamond, Billy Hartman, James Cosmo, Celia Imrie, Christopher Malcolm, Frank Dux, Ian Reddington",Russell Mulcahy
The Hobbit Collection,250000000.0,Adventure Fantasy Action,49051.0,en,"Bilbo Baggins, a hobbit enjoying his quiet life, is swept into an epic quest by Gandalf the Grey and thirteen dwarves who seek to reclaim their mountain home from Smaug, the dragon.",23.253089,2012-11-26,1021103568.0,The Hobbit: An Unexpected Journey,7.0,8427.0,4.084414272,2012,"Ian McKellen, Martin Freeman, Richard Armitage, Andy Serkis, Cate Blanchett, Christopher Lee, Sylvester McCoy, Ian Holm, Elijah Wood, Hugo Weaving, Lee Pace, Conan Stevens, Bret McKenzie, Aidan Turner, James Nesbitt, Graham McTavish, Barry Humphries, Ken Stott, Jeffrey Thomas, Mark Hadlow, John Callen, William Kircher, John Bell, Benedict Cumberbatch, Dean O'Gorman, Manu Bennett, Jed Brophy, Adam Brown, Stephen Hunter, Tim McLachlan",Peter Jackson
Chili Palmer Collection,53000000.0,Comedy Crime,4551.0,en,"Disenchanted with the movie industry, Chili Palmer tries the music industry, meeting and romancing a widow of a music exec on the way.",13.314233,2005-03-04,95226116.0,Be Cool,5.4,296.0,1.7967191698113207,2005,"John Travolta, Uma Thurman, Vince Vaughn, Cedric the Entertainer, André Benjamin, Steven Tyler, Robert Pastorelli, Christina Milian, Paul Adelstein, Debi Mazar, Gregory Alan Williams, Harvey Keitel, Dwayne Johnson, Danny DeVito, James Woods, Anthony J. Ribustello, Wyclef Jean, Fred Durst, Sérgio Mendes, Gene Simmons, RZA, Joe Perry, Anna Nicole Smith, Alex Kubik, Darren Carter, Carol Duboc, Minae Noji, Arielle Kebbel, Kimberly J. Brown, Margaret Travolta, Scott Adsit, Brian Christensen, Nick Loren, Craig Susser, George Fisher, Sahar Simmons, Serdar Kalsin, Russ Irwin, Joey Kramer, Brad Whitford, Tom Hamilton, Joyce Tolbert, Noelle Scaggs, Will.i.am, Fergie, Apl.de.Ap , Taboo, Carmen Getit, Steve Lucky, Kimberly Wyatt, Kasey Campbell, Ashley Roberts, Nicole Scherzinger, Shanell Woodgett, Clifford McGhee, Christopher Toler, Ivan 'Flipz' Velez, Donyelle Denise Jones, Gustavo Vargas",F. Gary Gray
Hostel Collection,10200000.0,Horror,1691.0,en,"Following a geographical tour of Slovakia, three young American women are lured into a hostel by a handsome young man who sells them to the twisted masters, ties them up and brings upon an unthinkable world of pain.",8.916747,2007-06-08,35619521.0,Hostel: Part II,5.6,464.0,3.4921099019607844,2007,"Lauren German, Bijou Phillips, Heather Matarazzo, Richard Burgi, Roger Bart, Vera Jordanova, Jay Hernandez, Jordan Ladd, Stanislav Yanevski, Zuzana Geislerová, Milan Kňažko, Petr Vančura, Roman Janecka, Davide Dominici, Edwige Fenech, Liliya Malkina, Luc Merenda, Susanna Bequer, Monika Malacova, Ruggero Deodato",Eli Roth
Final Destination Collection,40000000.0,Horror Mystery,19912.0,en,"After a young man's premonition of a deadly race-car crash helps saves the lives of his peers, Death sets out to collect those who evaded their end.",8.805723,2009-08-26,186167139.0,The Final Destination,5.4,851.0,4.654178475,2009,"Bobby Campo, Shantel VanSanten, Nick Zano, Haley Webb, Krista Allen, Andrew Fiscella, Justin Welborn, Stephanie Honoré, Lara Grice, Jackson Walker, Mykelti Williamson, Jedda Jones, Trey Burvant, Eric Paulsen, Phil Austin, Chris Fry, Tina Parker, Cecile Monteyne, Dane Rhodes, William Aguillard, Brendan Aguillard, Harold Evans, Gabrielle Chapin",David R. Ellis
Vacancy Collection,19000000.0,Horror Thriller,10294.0,en,"A young married couple becomes stranded at an isolated motel and find hidden video cameras in their room. They realize that unless they escape, they'll be the next victims of a snuff film.",7.712309,2007-04-20,35300645.0,Vacancy,6.0,406.0,1.8579286842105263,2007,"Kate Beckinsale, Luke Wilson, Ethan Embry, Scott G. Anderson, Frank Whaley, Mark Casella, David Doty",Nimród Antal
Pacific Rim Collection,180000000.0,Action Science Fiction Adventure,68726.0,en,"When legions of monstrous creatures, known as Kaiju, started rising from the sea, a war began that would take millions of lives and consume humanity's resources for years on end. To combat the giant Kaiju, a special type of weapon was devised: massive robots, called Jaegers, which are controlled simultaneously by two pilots whose minds are locked in a neural bridge. But even the Jaegers are proving nearly defenseless in the face of the relentless Kaiju. On the verge of defeat, the forces defending mankind have no choice but to turn to two unlikely heroes—a washed-up former pilot (Charlie Hunnam) and an untested trainee (Rinko Kikuchi)—who are teamed to drive a legendary but seemingly obsolete Jaeger from the past. Together, they stand as mankind's last hope against the mounting apocalypse.",33.949359,2013-07-11,407602906.0,Pacific Rim,6.7,4903.0,2.264460588888889,2013,"Idris Elba, Charlie Hunnam, Charlie Day, Ron Perlman, Burn Gorman, Rinko Kikuchi, Max Martini, Robert Maillet, Robert Kazinsky, Larry Joe Campbell, Brad William Henke, Clifton Collins Jr, Diego Klattenhoff, Santiago Segura, Jane Watson, Jung-Yul Kim, Heather Doerksen, Joshua Peace, Mana Ashida, Joe Pingue, Milton Barnes, Brian Frank, Ellen McLain, David Fox, Jake Goodman, Robin Thomas, Julian Barnes, David Richmond-Peck, Sebastian Pigott, Victoria Marie, J.C. Kenny, Robert Morse, Mike Chute, Duncan McLeod, Louis Paquette, Matthew G. Taylor, Frank Nakashima, Terry Belleville, Farzad Sadrian, Mishu Vellani, Clive Walton, Peter Kosaka, Yiren Stark",Guillermo del Toro
Kick-Ass Collection,28000000.0,Action Crime,23483.0,en,"Dave Lizewski is an unnoticed high school student and comic book fan who one day decides to become a super-hero, even though he has no powers, training or meaningful reason to do so.",17.26045,2010-03-22,96188903.0,Kick-Ass,7.1,4747.0,3.4353179642857143,2010,"Aaron Taylor-Johnson, Chloë Grace Moretz, Christopher Mintz-Plasse, Nicolas Cage, Mark Strong, Omari Hardwick, Xander Berkeley, Clark Duke, Garrett M. Brown, Evan Peters, Deborah Twiss, Lyndsy Fonseca, Sophie Wu, Elizabeth McGovern, Stu 'Large' Riley, Michael Rispoli, Corey Johnson, Kenneth Simmons, Anthony Desio, Randall Batinkoff, Dexter Fletcher, Yancy Butler, Craig Ferguson, Jason Flemyng, Adrian Martinez, Joe Bacino",Matthew Vaughn
The Pink Panther (Steve Martin) Collection,0.0,Comedy Mystery,15159.0,en,"When legendary treasures from around the world are stolen, including the priceless Pink Panther Diamond, Chief Inspector Dreyfus is forced to assign Inspector Clouseau to a team of international detectives and experts charged with catching the thief and retrieving the stolen artifacts.",18.54675,2009-02-06,75871032.0,The Pink Panther 2,5.4,323.0,0.0,2009,"Steve Martin, Jean Reno, Emily Mortimer, Andy García, Alfred Molina, Yuki Matsuzaki, Aishwarya Rai Bachchan, John Cleese, Lily Tomlin, Jeremy Irons, Johnny Hallyday, Geoffrey Palmer, Philip Goodwin, Armel Bellec, Jack Metzger, Yevgeni Lazarev",Harald Zwart
standar,0.0,Drama Documentary,317952.0,en,"In the Mexican state of Michoacán, Dr. Jose Mireles, a small-town physician known as ""El Doctor,"" shepherds a citizen uprising against the Knights Templar, the violent drug cartel that has wreaked havoc on the region for years. Meanwhile, in Arizona's Altar Valley—a narrow, 52-mile-long desert corridor known as Cocaine Alley—Tim ""Nailer"" Foley, an American veteran, heads a small paramilitary group called Arizona Border Recon, whose goal is to halt Mexico’s drug wars from seeping across our border.",4.889765,2015-07-03,0.0,Cartel Land,7.4,160.0,0.0,2015,"Robert Hetrick, José Manuel Mireles Valverde",Matthew Heineman
The Boondock Saints Collection,8000000.0,Action Thriller Crime,22821.0,en,"Skillfully framed by an unknown enemy for the murder of a priest, wanted vigilante MacManus brothers Murphy and Connor must come out of hiding on a sheep farm in Ireland to fight for justice in Boston.",8.051448,2009-11-24,10629321.0,The Boondock Saints II: All Saints Day,5.8,264.0,1.328665125,2009,"Sean Patrick Flanery, Norman Reedus, Billy Connolly, Clifton Collins Jr, Julie Benz, Peter Fonda, Paul Johansson, Judd Nelson, David Della Rocco, Bob Marley, Brian Mahoney, David Ferry, Gerard Parkes, Richard Fitzpatrick, Robert Mauriell, Daniel DeSanto, Robb Wells, Pedro Salvín, Dwayne McLean, Tom Barnett, Bob Rubin, Mairtin O'Carrigan, Sweeney MacArthur, Aaron Berg, Joris Jarsky, Zachary Bennett, Willem Dafoe, Erika Bruun-Andersen, Matthew Chaffee, Carlo Berardinucci, Joe Parro, Joseph Di Mambro, Philip Bucceri, Tony Munch, Matthew G. Taylor, Paul De La Rosa, Paulino Nunes, A. Frank Ruffo, Stefano DiMatteo, Marco Bianco, Paul Rapovski, Santino Buda, Jeremy Wright, Darryl Flatman, Darryl Pring, Rolando Alvarez Giacoman, Brad Davis, Ermes Blarasin, Flint Eagle, Brian Frank, Steve 'Shack' Shackleton, Brendan Wall, Shamus Fynes, Louis Di Bianco, Louis Di Bianco, George Nickolas K., Howard Hoover, Joey Amorosino, Mark Stables, Jerry Azzopardi, Brendan Carmody, Scott Savitz, Paul Joyce, John Herman, Kara Apostolica, Kimberly Tuscano",Troy Duffy
standar,0.0,Comedy Drama Romance,209263.0,en,"Eva is a divorced soon-to-be empty-nester wondering about her next act. Then she meets Marianne, the embodiment of her perfect self. Armed with a restored outlook on being middle-aged and single, Eva decides to take a chance on her new love interest Albert — a sweet, funny and like-minded man. But things get complicated when Eva discovers that Albert is in fact the dreaded ex–husband of Marianne...",6.782909,2013-09-18,25288872.0,Enough Said,6.6,351.0,0.0,2013,"Julia Louis-Dreyfus, Catherine Keener, James Gandolfini, Toni Collette, Ben Falcone, Amy Landecker, Michaela Watkins, Kathleen Rose Perkins, Toby Huss, Eve Hewson, Christopher Nicholas Smith, Tracey Fairaway, Phillip Brock, Tavi Gevinson, Anjelah N. Johnson, Jessica St. Clair, Sarah Burns, Alina Adams, Luke Grakal, Nick Williams",Nicole Holofcener
standar,7000000.0,Adventure Comedy Drama Fantasy Mystery,20312.0,en,An aspiring painter meets various characters and learns valuable lessons while traveling across America.,7.335241,2002-04-13,0.0,Interstate 60,7.1,136.0,0.0,2002,"James Marsden, Gary Oldman, Amy Smart, Christopher Lloyd, Chris Cooper, Matthew Edison, Paul Brogren, Wayne Robson, Michael J. Fox, John Bourgeois, Melyssa Ade, Roz Michaels, Amy Stewart, Mark Lutz, Krista Leis, Michael Rhoades, Amy Jo Johnson, Deborah Odell, Jonathan Whittaker, Ann-Margret, Art Evans, Kurt Russell",Bob Gale
standar,50000000.0,Action Adventure Drama Mystery Science Fiction Thriller,10329.0,en,"Eight people embark on an expedition into the Congo, a mysterious expanse of unexplored Africa where human greed and the laws of nature have gone berserk. When the thrill-seekers -- some with ulterior motives -- stumble across a race of killer apes.",7.260574,1995-06-09,152022101.0,Congo,5.0,214.0,3.04044202,1995,"Laura Linney, Dylan Walsh, Ernie Hudson, Tim Curry, Grant Heslov, Joe Don Baker, Lorene Noh, Mary Ellen Trainor, Misty Rosas, Stuart Pankin, Carolyn Seymour, Romy Rosemont, James Karen, Bill Pugin, Lawrence T. Wrentz, John Hawkes, Bruce Campbell, Adewale Akinnuoye-Agbaje, Delroy Lindo, Joe Pantoliano, Jimmy Buffett",Frank Marshall
